stop_id,stop_name,stop_lat,stop_lon,zone
4751,MASJID PULAU KETAM,6.277575,100.398981,
4752,KG MANGGOL,6.276581,100.400686,
4753,BERNAS,6.271147,100.409528,
4754,TMN DESA SINARAN,6.269992,100.411408,
4755,MASJID JITRA,6.266511,100.418097,
4756,PEKAN JITRA,6.260681,100.419961,
4757,TMN SRI CEMPAKA,6.245478,100.419789,
4758,BIRO TATANEGARA KEPALA BATAS,6.202683,100.403742,
4759,SMA TITI BESI,6.203242,100.400394,
4760,TITI GAJAH,6.202461,100.395094,
4761,TMN DESA MUTIARA,6.196806,100.386567,
4762,SK TITI GAJAH,6.193439,100.382447,
4763,KG ALOR SENJAYA,6.189117,100.379458,
