shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
R1705031,2.6558634,101.9239043,63
R1705031,2.6699358,101.9224513,64
R1705031,2.6790650,101.9275115,65
R1705031,2.6861476,101.9307351,66
R1705031,2.6827892,101.9290844,67
R1705031,2.6813103,101.9286887,68
R1705031,2.6802953,101.9281095,69
R1705031,2.6744083,101.9283275,70
R1705031,2.6729040,101.9328324,71
R1705031,2.6732866,101.9353170,72
R1705031,2.6774950,101.9365489,73
R1705031,2.6809774,101.9403066,74
R1705031,2.6810647,101.9428288,75
R1705031,2.6799452,101.9434275,76
R1705031,2.6780274,101.9444315,77
R1705031,2.6745853,101.9455129,78
R1705031,2.6759221,101.9483737,79
R1705031,2.6775482,101.9483929,80
R1705031,2.6815835,101.9480020,81
R1705031,2.6842281,101.9423889,82
R1705031,2.6878798,101.9424444,83
R1705031,2.6899428,101.9422352,84
R1705031,2.6914401,101.9422788,85
R1705031,2.6941887,101.9451535,86
R1705031,2.6975273,101.9487590,87
R1705031,2.7018573,101.9536630,88
R1705031,2.7050581,101.9528921,89
R1705031,2.7080223,101.9534898,90
R1705031,2.7106908,101.9523472,91
R1705031,2.7141095,101.9496059,92
R1705031,2.7188195,101.9413608,93
R1705031,2.7228809,101.9376292,94
R1705031,2.7215201,101.9371551,95
R1705034,2.7215201,101.9371551,1
R1705034,2.7234974,101.9409853,2
R1705034,2.7221554,101.9413501,3
R1705034,2.7198858,101.9430077,4
R1705034,2.7168958,101.9457060,5
R1705034,2.7143131,101.9512528,6
R1705034,2.7105301,101.9584519,7
R1705034,2.7141657,101.9596186,8
R1705034,2.7164792,101.9589414,9
R1705034,2.7198912,101.9582829,10
R1705034,2.7214290,101.9623196,11
R1705034,2.7215898,101.9642186,12
R1705034,2.7242636,101.9706184,13
R1705034,2.7257157,101.9698513,14
R1705034,2.7267767,101.9734722,15
R1705034,2.7257907,101.9788796,16
R1705034,2.7246916,101.9813442,17
R1705034,2.7232026,101.9862288,18
R1705034,2.7226829,101.9939643,19
R1705034,2.7224846,101.9987762,20
R1705034,2.7214933,102.0050687,21
R1705034,2.7163383,102.0128846,22
R1705034,2.7309240,102.0781910,23
R1705034,2.7339330,102.0888100,24
R1705034,2.7353714,102.0949441,25
R1705034,2.7372782,102.1068142,26
R1705034,2.7380503,102.1175588,27
R1705034,2.7385194,102.1243777,28
R1705034,2.7406212,102.1287754,29
R1705034,2.7419996,102.1349841,30
R1705034,2.7436660,102.1377897,31
R1705034,2.7448234,102.1397424,32
R1705034,2.7443756,102.1488844,33
R1705034,2.7439554,102.1570158,34
R1705034,2.7440251,102.1587592,35
R1705034,2.7437250,102.1639198,36
R1705034,2.7426071,102.1687992,37
R1705034,2.7420800,102.1754158,38
R1705034,2.7425622,102.1796751,39
R1705034,2.7412066,102.1842241,40
R1705034,2.7405207,102.1880221,41
R1705034,2.7394812,102.1959668,42
R1705034,2.7393687,102.1975601,43
R1705034,2.7372468,102.2061002,44
R1705034,2.7371236,102.2076023,45
R1705034,2.7370986,102.2126130,46
R1705034,2.7367860,102.2175479,47
R1705034,2.7361269,102.2255194,48
R1705034,2.7356929,102.2283626,49
R1705034,2.7351464,102.2326917,50
R1705034,2.7348409,102.2386569,51
R1705034,2.7350446,102.2429001,52
R1705034,2.7409976,102.2481278,53
R1705034,2.7441027,102.2480607,54
R1705034,2.7500518,102.2481716,55
R1705034,2.7522945,102.2493943,56
R1705034,2.7575818,102.2521575,57
R1705034,2.7597407,102.2545838,58
R1705034,2.7611534,102.2604395,59
R1705034,2.7669278,102.2629460,60
R1705034,2.7707415,102.2671257,61
R1705034,2.7741547,102.2814469,62
R1705034,2.7758855,102.2830913,63
R1705034,2.7803582,102.2870010,64
R1705034,2.7812272,102.2878207,65
R1705034,2.7881568,102.2911828,66
R1705034,2.7860098,102.2991120,67
R1705034,2.7841471,102.3014108,68
R1705034,2.7855509,102.3087001,69
R1705034,2.7863547,102.3113223,70
R1705034,2.7879553,102.3172754,71
R1705034,2.7902855,102.3258565,72
R1705034,2.7919261,102.3318910,73
R1705034,2.7923753,102.3335458,74
R1705034,2.7940934,102.3398775,75
R1705034,2.7950487,102.3434762,76
R1705034,2.7961500,102.3470467,77
R1705034,2.7974544,102.3508056,78
R1705034,2.7988639,102.3548412,79
R1705034,2.7996104,102.3571086,80
R1705034,2.8004516,102.3599947,81
R1705034,2.8028144,102.3683896,82
R1705034,2.8042126,102.3735330,83
R1705034,2.8053734,102.3779281,84
R1705034,2.8075206,102.3862198,85
R1705034,2.8083332,102.3907345,86
R1705034,2.8092798,102.3936081,87
R1705034,2.8086219,102.4043732,88
R1705035,2.8086219,102.4043732,1
R1705035,2.8092965,102.3935478,2
R1705035,2.8083332,102.3907345,3
R1705035,2.8075206,102.3862198,4
R1705035,2.8053734,102.3779281,5
R1705035,2.8042126,102.3735330,6
R1705035,2.8028144,102.3683896,7
R1705035,2.8004516,102.3599946,8
R1705035,2.7996104,102.3571086,9
R1705035,2.7989444,102.3550631,10
R1705035,2.7974544,102.3508056,11
R1705035,2.7961500,102.3470467,12
R1705035,2.7950487,102.3434762,13
R1705035,2.7940934,102.3398775,14
R1705035,2.7923753,102.3335458,15
R1705035,2.7919261,102.3318910,16
R1705035,2.7902855,102.3258565,17
R1705035,2.7879553,102.3172754,18
R1705035,2.7863547,102.3113223,19
R1705035,2.7857920,102.3095316,20
R1705035,2.7841471,102.3014108,21
R1705035,2.7860098,102.2991120,22
R1705035,2.7881568,102.2911828,23
R1705035,2.7812272,102.2878207,24
R1705035,2.7803582,102.2870010,25
R1705035,2.7758855,102.2830913,26
R1705035,2.7741547,102.2814469,27
R1705035,2.7707415,102.2671257,28
R1705035,2.7669278,102.2629460,29
R1705035,2.7611534,102.2604395,30
R1705035,2.7597407,102.2545838,31
R1705035,2.7575818,102.2521575,32
R1705035,2.7522945,102.2493943,33
R1705035,2.7500518,102.2481716,34
R1705035,2.7441027,102.2480607,35
R1705035,2.7409976,102.2481278,36
R1705035,2.7350446,102.2425380,37
R1705035,2.7348409,102.2386569,38
R1705035,2.7351464,102.2326917,39
